Consectutivo_curso;Nombre;Fecha_inicio;Fecha_creación;Curso_nuevo;Programa;NumCursos;NumCursosFac;Keywords;Valor_por_hora;Categoría;Facultad;Modalidad;validaExitoso;Fecha_busqueda;Fecha_ventana;Keywords_gt
CUR-0037703;Módulo 9: ¿Cómo ser un buen miembro de equipo?;16/06/2022;1/04/2022;0;0;166;47;['Liderazgo', 'trabajo en equipo', 'líder y habilidades gerenciales'];57483.33;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/03/2022;3/10/2021;5.85
CUR-0037792;Negociación en tiempos de crisis;15/03/2022;1/01/2022;0;0;226;26;['Negociación', 'crisis', 'relaciones comerciales', 'relaciones laborales', 'relaciones personales'];74000;Actualización Profesional;INGENIERIA;Virtual;1;31/12/2021;5/07/2021;4.96
CUR-0037793;Perfección cervecera y emprendimiento;23/02/2022;1/12/2021;0;0;276;30;['cerveza', 'cerveceria', 'proyectos cerveceros', 'emprendimiento', 'Perfección cervecera'];93333.33;Actualización Profesional;INGENIERIA;Virtual;1;30/11/2021;4/06/2021;4.46
CUR-0037794;Niñez desarrollo socioemocional y mindfulness;24/03/2022;1/01/2022;0;0;226;69;['Niñez', 'desarrollo niños', 'desarrollo socioemocional', 'mindfulness'];56333.33;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;1;31/12/2021;5/07/2021;6.78
CUR-0037798;Derechos Humanos Derecho Internacional Humanitario y construcción de paz en Colombia;3/03/2022;1/01/2022;1;0;226;21;['derechos', 'derechos humanos', 'derecho internacional', 'paz', 'contruccion de paz', 'derecho internacional humanitario', 'negociaciones de paz'];63791.67;Actualización Profesional;DERECHO;Virtual;0;31/12/2021;5/07/2021;10.3
CUR-0037800;Legal de M&A y transacciones corporativas;14/03/2022;1/01/2022;0;0;226;21;['Transacciones corporativas', 'Derecho', 'M&A', 'Legal', 'Banca de inversión'];68600;Actualización Profesional;DERECHO;Virtual;1;31/12/2021;5/07/2021;7.54
CUR-0037801;Derecho y migración: panorama del derecho migratorio en Colombia;24/02/2022;1/12/2021;0;0;276;23;['Derecho', 'migración', 'derecho migratorio', 'Colombia'];60700;Actualización Profesional;DERECHO;Virtual;0;30/11/2021;4/06/2021;16.15
CUR-0037803;Programa Profesionales® Régimen de Insolvencia;14/02/2022;1/12/2021;0;0;276;23;['Derecho', 'Régimen', 'Insolvencia'];58518.18;Actualización Profesional;DERECHO;Virtual;0;30/11/2021;4/06/2021;10.95
CUR-0037805;Usos medicinales del cannabis;28/03/2022;1/01/2022;0;0;226;26;['Usos medicinales', 'cannabis', 'cannabis para la salud.'];76666.67;Actualización Profesional;INGENIERIA;Virtual;1;31/12/2021;5/07/2021;4.08
CUR-0037807;Lean Six Sigma Black Belt;9/08/2022;1/06/2022;0;0;158;20;['ingeniería', 'Lean Six Sigma Black Belt'];80000;Actualización Profesional;INGENIERIA;Virtual;0;31/05/2022;3/12/2021;13.88
CUR-0037809;Imperios en la historia de la humanidad;19/03/2022;1/01/2022;1;0;226;69;['imperios de la humanidad', 'cursos de historia', 'historia del arte', 'licenciatura historia'];41250;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;0;31/12/2021;5/07/2021;6.98
CUR-0037810;Inversión de Impacto: Contexto Latinoamericano;22/03/2022;1/01/2022;1;0;226;0;['Inversiones', 'Inversión', 'Latinoamérica'];78125;Actualización Profesional;VICERRECTORIA DE INVESTIGACION Y CREACION;Virtual;1;31/12/2021;5/07/2021;6.03
CUR-0037812;Retos y herramientas para la intervención social en Colombia;1/03/2022;1/01/2022;0;1;226;69;['intervención social', 'programas sociales', 'sostenibilidad', 'colombia'];50892.86;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/12/2021;5/07/2021;14.93
CUR-0037813;Violencia  guerra y derechos humanos en Colombia;1/03/2022;1/01/2022;1;0;226;69;['violencia', 'conflicto armado', 'guerra', 'derechos humanos', 'sociales'];55982.14;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/12/2021;5/07/2021;10.38
CUR-0037814;Políticas públicas, bien-estar e intervenciones sociales;5/04/2022;1/02/2022;0;0;191;58;['politicas publicas', 'intervencion social', 'sotenibilidad', 'conflicto interno', 'corrupcion'];55982.14;Actualización Profesional;CIENCIAS SOCIALES;Virtual;1;31/01/2022;5/08/2021;5.13
CUR-0037815;Ruralidad en Colombia: retos para la intervención social;10/05/2022;1/03/2022;0;0;167;54;['ruralidad', 'social', 'intervención', 'politicas publicas. sostenibilidad'];55982.14;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;28/02/2022;2/09/2021;11.67
CUR-0037816;Intervenciones terapéuticas en escenarios sociales;9/06/2022;1/04/2022;0;0;166;47;['social', 'escenarios sociales', 'sostenibilidad', 'colombia', 'comunidades vulnerables'];55982.14;Actualización Profesional;CIENCIAS SOCIALES;Virtual;1;31/03/2022;3/10/2021;14.35
CUR-0037818;Nutrición y emoción;17/03/2022;1/01/2022;0;1;226;69;['nutrición', 'nutricion', 'emociones', 'psicologia', 'nutrición y emoción', 'alimentación saludable', 'vida saludable'];50000;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;1;31/12/2021;5/07/2021;7.51
CUR-0037819;Nutrición: un mundo por descubrir;17/03/2022;1/01/2022;0;0;226;69;['nutrición', 'vitaminas', 'proteinas', 'carbohidratos', 'alimentación', 'alimentacion'];53750;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;0;31/12/2021;5/07/2021;3.9
CUR-0037820;Nutrición y salud emocional;21/04/2022;1/02/2022;0;0;191;58;['salud mental', 'salud emocional', 'nutrición', 'alimentación'];53750;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;1;31/01/2022;5/08/2021;7.42
CUR-0037821;Psicología de la alimentación;19/05/2022;1/03/2022;0;0;167;54;['bienestar', 'psicología', 'alimentación', 'ciencias sociales', 'sociales'];53750;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;1;28/02/2022;2/09/2021;16.2
CUR-0037822;Evaluación financiera y económica de proyectos de inversión;15/03/2022;1/01/2022;0;0;226;22;['Evaluación economica', 'financiera', 'inversión'];33421.57;Actualización Profesional;ECONOMIA;Virtual;1;31/12/2021;5/07/2021;8.83
CUR-0037829;Alta dirección en política de tierras ordenamiento y gestión catastral;22/03/2022;1/01/2022;1;0;226;13;['Dirección política', 'Tierras. ordenamiento territorial', 'gestión catastral'];68421.05;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;1;31/12/2021;5/07/2021;5.72
CUR-0037832;Instrumento para adultos;15/02/2022;1/12/2021;0;0;276;42;['Instrumento para adultos', 'música', 'guitarra', 'violin', 'artes', 'arte musical'];115714.29;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;1;30/11/2021;4/06/2021;11.81
CUR-0037833;Pintura;5/03/2022;1/01/2022;1;1;226;38;['taller de  pintura', 'clases de dibujo', 'aprender a pintar'];43750;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;31/12/2021;5/07/2021;5.56
CUR-0037838;Periodismo y Storytelling;5/03/2022;1/01/2022;1;1;226;38;['periodismo', 'cursos periodismo', 'narración periodística', 'Lecturas', 'piezas audiovisuales', 'historias periodísticas.'];37000;Actualización Profesional;ARTES Y HUMANIDADES;Semipresencial / Blended;1;31/12/2021;5/07/2021;3.07
CUR-0037840;Periodismo para no periodistas;5/03/2022;1/01/2022;0;0;226;38;['periodismo', 'cursos periodismo', 'narracion periodistica'];40833.33;Actualización Profesional;ARTES Y HUMANIDADES;Virtual;1;31/12/2021;5/07/2021;2.47
CUR-0037841;Podcast: el lenguaje sonoro para contar historias;23/04/2022;1/02/2022;0;0;191;34;['podcast', 'periodismo', 'cursos periodismo', 'narracion periodistica'];40833.33;Actualización Profesional;ARTES Y HUMANIDADES;Virtual;1;31/01/2022;5/08/2021;3.68
CUR-0037842;Diseño de información para contar historias en formato digital;13/08/2022;1/06/2022;0;0;158;38;['periodismo digital', 'cursos periodismo', 'narracion periodistica'];40833.33;Actualización Profesional;ARTES Y HUMANIDADES;Virtual;0;31/05/2022;3/12/2021;2.36
CUR-0037844;Historia y apreciación del arte;9/03/2022;1/01/2022;0;1;226;38;['arte', 'historia del arte', 'apreciacion del arte', 'artes'];32666.67;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;1;31/12/2021;5/07/2021;9.08
CUR-0037846;Apreciación del arte: herramientas para el análisis de obras de arte;9/03/2022;1/01/2022;0;0;226;38;['arte', 'artistico', 'artístico', 'apreciación del arte', 'artes y humanidades', 'obras de arte', 'cuadros'];47000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;31/12/2021;5/07/2021;6.48
CUR-0037847;Arte en Colombia;7/09/2022;1/07/2022;0;0;197;44;['colombia', 'arte', 'colombiano', 'artistas', 'tendencias', 'artes y humanidades'];47000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;30/06/2022;2/01/2022;13.99
CUR-0037848;Historia (s) del arte: un viaje desde la prehistoria hasta nuestros tiempos;8/06/2022;1/04/2022;0;0;166;34;['prehistoria', 'historia', 'arte', 'artes y humanidades'];47000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;1;31/03/2022;3/10/2021;11.35
CUR-0037850;Documentos cotidianos: fotografía y experiencia;23/04/2022;1/02/2022;0;0;191;34;['Documentos cotidianos: fotografía y experiencia de la Facultad de Artes', 'fotografía', 'cámara', 'fotógrafo'];39444.44;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;31/01/2022;5/08/2021;4.71
CUR-0037857;Building Information Modeling (BIM) para proyectos exitosos;21/04/2022;1/02/2022;0;0;191;22;['Building Information Modeling', 'BIM', 'gestión de proyectos', 'proyectos de construcción', 'finca raíz', 'construcción', 'BIM 3D', 'Diseño', 'Construcción.'];70000;Actualización Profesional;INGENIERIA;Virtual;1;31/01/2022;5/08/2021;3.8
CUR-0037858;Desarrollo de proyectos en eficiencia energética;26/04/2022;1/02/2022;0;0;191;22;['proyectos', 'energia', 'energetica', 'ingenieria', 'eficiencia energetica', 'proyectos de eficiencia'];73846.15;Desarrollo Personal;INGENIERIA;Virtual;1;31/01/2022;5/08/2021;6.8
CUR-0037859;Hidrógeno (H2): Ciencia tecnología y formulación de proyectos - aplicaciones prácticas;26/04/2022;1/02/2022;0;0;191;22;['Hidrógeno', 'hoja de ruta', 'gerencia de proyecto', 'eficiencia energética', 'sostenibilidad', 'energías renovables', 'potencial energético', 'cadena de valor', 'vector energético', 'innovación y desarrollo', 'producción y consumo.'];81481.48;Actualización Profesional;INGENIERIA;Semipresencial / Blended;1;31/01/2022;5/08/2021;3.99
CUR-0037860;Estrategias de Investigación acción participativa con comunidad;29/03/2022;1/01/2022;1;0;226;9;['Investigación', 'Acción participativa', 'Comunidad', 'Estrategias'];56250;Actualización Profesional;EDUCACION;Virtual;1;31/12/2021;5/07/2021;12.16
CUR-0037880;Herramientas para formular proyectos inmobiliarios;7/02/2022;1/12/2021;0;0;276;15;['Proyectos', 'proyectos inmobiliarios', 'arquitectura', 'diseño'];58043.75;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;1;30/11/2021;4/06/2021;11.98
CUR-0037884;Actualización en aspectos minero-petroleros;1/04/2022;1/02/2022;1;0;191;19;['derecho minero', 'derecho', 'mineria', 'derecho laboral'];70375;Actualización Profesional;DERECHO;Virtual;1;31/01/2022;5/08/2021;9.97
CUR-0037892;Evaluación de impacto de programas urbanos utilizando métodos mixtos: la importancia del enfoque multidisciplinario;4/03/2022;1/01/2022;1;0;226;26;['Competencias', 'diseño', 'evaluación', 'programas públicos', 'evaluación de los programas públicos', 'sector público.'];63636.36;Actualización Profesional;INGENIERIA;Virtual;1;31/12/2021;5/07/2021;12.43
CUR-0037893;Prácticas curatoriales contemporáneas;27/04/2022;1/02/2022;1;1;191;34;['Artistas', 'cultura', 'historia del arte', 'arte', 'colecciones públicas.'];32666.67;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;31/01/2022;5/08/2021;9.31
CUR-0037895;Herramientas para la práctica curatorial;27/04/2022;1/02/2022;1;0;191;34;['Curaduría', 'materiales', 'fragmento', 'exposiciones', 'archivos', 'colecciones'];47000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;31/01/2022;5/08/2021;6.25
CUR-0037896;Distribución de lo sensible: estrategias poéticas de la curaduría;29/06/2022;1/04/2022;1;0;166;34;['Arte', 'montajistas', 'cultura', 'escritura'];47000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;31/03/2022;3/10/2021;13.11
CUR-0037897;Herramientas de transformación por medio de las artes creativas;23/04/2022;1/02/2022;1;1;191;34;['Artes', 'artes creativas', 'arte', 'danza', 'musicoterapia'];38888.89;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;31/01/2022;5/08/2021;9.29
CUR-0037898;Herramientas desde el Arte Terapia;23/04/2022;1/02/2022;1;0;191;34;['Arte', 'teapia', 'cratividad', 'artes'];42708.33;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;31/01/2022;5/08/2021;11.12
CUR-0037899;Herramientas desde la Danza Movimiento Terapia (DMT);30/07/2022;1/05/2022;1;0;156;38;['Danza', 'terapia', 'movimiento', 'arte'];43125;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;30/04/2022;2/11/2021;11.47
CUR-0037900;Herramientas desde la Musicoterapia;15/10/2022;1/08/2022;1;0;220;48;['Música', 'herramientas musicoterapia', 'arte y música'];53437.5;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;31/07/2022;2/02/2022;8.38
CUR-0037901;Las reglas del juego en la curaduría;7/09/2022;1/07/2022;1;0;197;44;['Curaduría', 'arte', 'obras de arte', 'artistas', 'arquitectos'];47000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;30/06/2022;2/01/2022;10.83
CUR-0037924;Herramientas para formular proyectos inmobiliarios;26/04/2022;1/02/2022;0;0;191;6;['Proyectos', 'proyectos inmobiliarios', 'arquitectura', 'diseño'];58043.75;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;1;31/01/2022;5/08/2021;14.67
CUR-0037927;Lean management para proyectos de construcción;23/08/2022;1/06/2022;1;0;158;20;['proyectos de construcción', 'Lean management', 'proyectos', 'construcción'];70000;Actualización Profesional;INGENIERIA;Virtual;1;31/05/2022;3/12/2021;10.81
CUR-0037942;Escritura jurídica;19/04/2022;1/02/2022;0;0;191;19;['Escritura Jurídica', 'Derecho', 'Problemas Jurídicos', 'Texto Argumentativo'];79150;Actualización Profesional;DERECHO;Virtual;1;31/01/2022;5/08/2021;9.09
CUR-0037944;Perspectiva de la Medicina Funcional en el abordaje clínico;18/03/2022;1/01/2022;0;0;226;9;['Medicina', 'abordaje clínico', 'medicina funcional'];51666.67;Actualización Profesional;MEDICINA;Virtual;1;31/12/2021;5/07/2021;8.28
CUR-0037948;Manejo creativo de las emociones (lunes);21/02/2022;1/12/2021;1;0;276;86;['Inteligencia emocional', 'manejo de emociones', 'emociones', 'ser humano'];58750;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;1;30/11/2021;4/06/2021;7.46
CUR-0037949;Herramientas de musicoterapia para la salud;10/05/2022;1/03/2022;0;0;167;5;['Herramientas de musicoterapia', 'música', 'salud', 'bienestar', 'música y salud', 'beneficios de la música'];42187.5;Actualización Profesional;MEDICINA;Virtual;1;28/02/2022;2/09/2021;13.07
CUR-0037954;Arte e iconografía budista de Japón;28/07/2022;1/05/2022;1;0;156;38;['Arte e iconografía budista de Japón', 'historia del arte', 'arte japón', 'japón'];40000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;30/04/2022;2/11/2021;3.93
CUR-0037956;Introducción al grabado japonés: moku-hanga y ukiyo-e;5/11/2022;1/09/2022;0;0;216;32;['Arte japonesa', 'arte', 'grabado japonés', 'moku-hanga y ukiyo-e japón'];54166.67;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;31/08/2022;5/03/2022;7.56
CUR-0037957;Metabolómica por espectrometría de masas:  Fundamentos diseño experimental y herramientas de procesamiento de datos;22/03/2022;1/01/2022;1;0;226;0;['Metabolómica ', 'espectrometría de masas', 'Fundamentos', 'diseño experimental', 'herramientas de procesamiento de datos', 'datos'];60416.67;Actualización Profesional;VICERRECTORIA DE INVESTIGACION Y CREACION;Semipresencial / Blended;1;31/12/2021;5/07/2021;2.28
CUR-0037968;Corporate Compliance;18/05/2022;1/03/2022;0;0;167;17;['Derecho', 'abogados', 'corporate compliance'];48708.33;Actualización Profesional;DERECHO;Virtual;1;28/02/2022;2/09/2021;11.73
CUR-0037973;Lean Six Sigma Yellow Belt;3/05/2022;1/03/2022;0;0;167;17;['Profesional', 'manufactura', 'ingeniería', 'servicios', 'Lean', 'Six Sigma', 'DMAIC', 'mejoramiento de procesos', 'resolución de problemas', 'Yellow Belt', 'logística', 'calidad.'];63750;Actualización Profesional;INGENIERIA;Virtual;1;28/02/2022;2/09/2021;18.84
CUR-0037974;Mantenimiento inteligente y análisis predictivo de datos;17/05/2022;1/03/2022;1;0;167;17;['datos', 'análisis de datos', 'ingenieria', 'mecánica'];77500;Actualización Profesional;INGENIERIA;Virtual;1;28/02/2022;2/09/2021;7.97
CUR-0037975;Estrategias de prevención de la violencia en relaciones afectivas;25/04/2022;1/02/2022;1;0;191;58;['prevención', 'violencia', 'relaciones afectivas'];62000;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Semipresencial / Blended;1;31/01/2022;5/08/2021;6.65
CUR-0037976;Entrenamiento para el manejo de trauma psicológico desde una perspectiva basada en evidencia;27/04/2022;1/02/2022;0;0;191;58;['manejo de trauma psicológico', 'cursos de psicologia'];58480;Actualización Profesional;CIENCIAS SOCIALES;Virtual;1;31/01/2022;5/08/2021;4.43
CUR-0037977;Alternativas al Desarrollo Sostenible Ecoaldeas Ecobarrios e Iniciativas de Transición;30/04/2022;1/02/2022;1;0;191;58;['Antropología', 'Desarrollo', 'Ecoaldeas', 'Ecobarrios e iniciativas de transición'];51066.67;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/01/2022;5/08/2021;8.29
CUR-0037989;Estudios de moda: teoría cultura y sociedad;4/05/2022;1/03/2022;1;0;167;8;['Estudios de moda', 'moda', 'teoría', 'cultura y sociedad'];41781.25;Arte, Ciencias y Humanidades;ARQUITECTURA Y DISENO;Virtual;1;28/02/2022;2/09/2021;6.73
CUR-0038013;La nueva guerra fría. Putin y la sociedad rusa;14/06/2022;1/04/2022;1;0;166;47;['Guerra fría', 'Putin', 'sociedad rusa', 'historia', 'ciencias sociales'];45187.5;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;0;31/03/2022;3/10/2021;9.43
CUR-0038021;Herramientas de Excel como apoyo a la toma de decisiones;9/05/2022;1/03/2022;1;0;167;17;['Excel. manejo de excel', 'ingenieria', 'toma de  Decisiones'];52083.33;Actualización Profesional;INGENIERIA;Virtual;0;28/02/2022;2/09/2021;6.52
CUR-0038024;Metodología de diseño y procesos BIM para la arquitectura interior;4/05/2022;1/03/2022;1;0;167;8;['arquitectura', 'arquitectos', 'bim', 'arquitectura interior', 'Procedimientos BIM para el diseño de arquitectura interior'];48888.89;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;1;28/02/2022;2/09/2021;5.13
CUR-0038026;Derecho Marítimo;31/05/2022;1/03/2022;0;0;167;17;['Derecho. abogados', 'Marítimo'];60000;Actualización Profesional;DERECHO;Virtual;0;28/02/2022;2/09/2021;2.94
CUR-0038027;Derecho de la Infraestructura: Regulación y Financiamiento;10/05/2022;1/03/2022;0;0;167;17;['Derecho', 'Abogados', 'Infraestructura', 'Regulación y Financiamiento'];69666.67;Actualización Profesional;DERECHO;Virtual;0;28/02/2022;2/09/2021;9.52
CUR-0038028;Haciendo Ciencia Abierta: Diseño de experimentos software y uso de datos en la investigación;4/05/2022;1/03/2022;1;0;167;16;['Ciencia', 'Diseño', 'software', 'datos', 'investigación'];66333.33;Actualización Profesional;ECONOMIA;Virtual;1;28/02/2022;2/09/2021;17.83
