Consectutivo_curso;Nombre;Fecha_inicio;Fecha_creación;Curso_nuevo;Programa;NumCursos;NumCursosFac;Keywords;Valor_por_hora;Categoría;Facultad;Modalidad;Estado;Valor_Tarifa;Departamento;Estado;Punto_equilibrio;Meta;Cupomaximo;Inscritos;Cantidadinscritostotales;validaExitoso
CUR-0037832;Instrumento para adultos;15/02/2022;1/12/2021;No;No;276;42;Instrumento para adultos, música, guitarra, violin, artes, arte musical;115714.29;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1620000.00;Música;Finalizado;4;4;12;11;11;1
CUR-0037833;Pintura;5/03/2022;1/01/2022;Si;Si;226;38;taller de  pintura, clases de dibujo, aprender a pintar;43750.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;2800000.00;Arte;Finalizado;13;18;20;11;11;0
CUR-0037838;Periodismo y Storytelling;5/03/2022;1/01/2022;Si;Si;226;38;periodismo, cursos periodismo, narración periodística, Lecturas, piezas audiovisuales, historias periodísticas.;37000.00;Actualización Profesional;ARTES Y HUMANIDADES;Semipresencial / Blended;Finalizado;3700000.00;Centro de Estudios en Periodismo (Ceper);Finalizado;11;15;20;12;12;1
CUR-0037840;Periodismo para no periodistas;5/03/2022;1/01/2022;No;No;226;38;periodismo, cursos periodismo, narracion periodistica;40833.33;Actualización Profesional;ARTES Y HUMANIDADES;Virtual;Finalizado;980000.00;Centro de Estudios en Periodismo (Ceper);Finalizado;8;15;25;12;24;1
CUR-0037841;Podcast: el lenguaje sonoro para contar historias;23/04/2022;1/02/2022;No;No;191;34;podcast,periodismo, cursos periodismo, narracion periodistica;40833.33;Actualización Profesional;ARTES Y HUMANIDADES;Virtual;Finalizado;980000.00;Centro de Estudios en Periodismo (Ceper);Finalizado;14;15;35;22;34;1
CUR-0037842;Diseño de información para contar historias en formato digital;13/08/2022;1/06/2022;No;No;158;38;periodismo digital, cursos periodismo, narracion periodistica;40833.33;Actualización Profesional;ARTES Y HUMANIDADES;Virtual;Finalizado;980000.00;Centro de Estudios en Periodismo (Ceper);Finalizado;8;15;25;7;19;0
CUR-0037844;Historia y apreciación del arte;9/03/2022;1/01/2022;No;Si;226;38;arte, historia del arte, apreciacion del arte, artes;32666.67;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1960000.00;Historia del Arte;Finalizado;15;20;29;20;20;1
CUR-0037846;Apreciación del arte: herramientas para el análisis de obras de arte;9/03/2022;1/01/2022;No;No;226;38;arte, artistico, artístico, apreciación del arte, artes y humanidades, obras de arte, cuadros;47000.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;940000.00;Historia del Arte;Finalizado;11;15;33;6;26;0
CUR-0037847;Arte en Colombia;7/09/2022;1/07/2022;No;No;197;44;colombia, arte, colombiano, artistas, tendencias, artes y humanidades;47000.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;940000.00;Historia del Arte;Finalizado;11;15;30;9;29;0
CUR-0037848;Historia (s) del arte: un viaje desde la prehistoria hasta nuestros tiempos;8/06/2022;1/04/2022;No;No;166;34;prehistoria, historia, arte, artes y humanidades,;47000.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;940000.00;Historia del Arte;Finalizado;11;15;36;17;37;1
CUR-0037850;Documentos cotidianos: fotografía y experiencia;23/04/2022;1/02/2022;No;No;191;34;Documentos cotidianos: fotografía y experiencia de la Facultad de Artes, fotografía, cámara, fotógrafo;39444.44;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;710000.00;Arte;Finalizado;12;15;20;6;6;0
CUR-0037857;Building Information Modeling (BIM) para proyectos exitosos;21/04/2022;1/02/2022;No;No;191;22;Building Information Modeling, BIM, gestión de proyectos, proyectos de construcción, finca raíz, construcción, BIM 3D, Diseño, Construcción.;70000.00;Actualización Profesional;INGENIERIA;Virtual;Finalizado;1120000.00;Ingeniería Civil y Ambiental;Finalizado;10;20;35;14;14;1
CUR-0037858;Desarrollo de proyectos en eficiencia energética;26/04/2022;1/02/2022;No;No;191;22;proyectos, energia, energetica, ingenieria, eficiencia energetica, proyectos de eficiencia;73846.15;Desarrollo Personal;INGENIERIA;Virtual;Finalizado;2400000.00;Ingeniería Mecánica;Finalizado;9;20;31;10;10;1
CUR-0037859;Hidrógeno (H2): Ciencia tecnología y formulación de proyectos - aplicaciones prácticas;26/04/2022;1/02/2022;No;No;191;22;Hidrógeno, hoja de ruta, gerencia de proyecto, eficiencia energética, sostenibilidad, energías renovables, potencial energético, cadena de valor, vector energético, innovación y desarrollo, producción y consumo.;81481.48;Actualización Profesional;INGENIERIA;Semipresencial / Blended;Finalizado;2200000.00;Ingeniería;Finalizado;11;25;30;25;25;1
CUR-0037860;Estrategias de Investigación acción participativa con comunidad;29/03/2022;1/01/2022;Si;No;226;9;Investigación, Acción participativa, Comunidad, Estrategias;56250.00;Actualización Profesional;EDUCACION;Virtual;Finalizado;1350000.00;Educación;Finalizado;12;20;22;15;15;1
CUR-0037880;Herramientas para formular proyectos inmobiliarios;7/02/2022;1/12/2021;No;No;276;15;Proyectos, proyectos inmobiliarios, arquitectura, diseño;58043.75;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;Finalizado;928700.00;Arquitectura;Finalizado;7;15;27;27;27;1
CUR-0037884;Actualización en aspectos minero-petroleros;1/04/2022;1/02/2022;Si;No;191;19;derecho minero, derecho, mineria, derecho laboral;70375.00;Actualización Profesional;DERECHO;Virtual;Finalizado;1689000.00;Derecho;Finalizado;11;20;25;13;13;1
CUR-0037892;Evaluación de impacto de programas urbanos utilizando métodos mixtos: la importancia del enfoque multidisciplinario;4/03/2022;1/01/2022;Si;No;226;26;Competencias, diseño, evaluación, programas públicos, evaluación de los programas públicos, sector público.;63636.36;Actualización Profesional;INGENIERIA;Virtual;Finalizado;2800000.00;Ingeniería Civil y Ambiental;Finalizado;19;20;30;24;24;1
CUR-0037893;Prácticas curatoriales contemporáneas;27/04/2022;1/02/2022;Si;Si;191;34;Artistas, cultura, historia del arte, arte, colecciones públicas.;32666.67;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1960000.00;Arte;Finalizado;15;20;22;14;14;0
CUR-0037895;Herramientas para la práctica curatorial;27/04/2022;1/02/2022;Si;No;191;34;Curaduría, materiales, fragmento, exposiciones, archivos, colecciones,;47000.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;940000.00;Arte;Finalizado;12;15;22;2;16;0
CUR-0037896;Distribución de lo sensible: estrategias poéticas de la curaduría;29/06/2022;1/04/2022;Si;No;166;34;Arte, montajistas, cultura, escritura;47000.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;940000.00;Arte;Finalizado;9;15;22;5;19;0
CUR-0037897;Herramientas de transformación por medio de las artes creativas;23/04/2022;1/02/2022;Si;Si;191;34;Artes, artes creativas, arte, danza, musicoterapia;38888.89;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;4200000.00;Artes y Humanidades;Finalizado;12;17;18;6;6;0
CUR-0037898;Herramientas desde el Arte Terapia;23/04/2022;1/02/2022;Si;No;191;34;Arte, teapia, cratividad, artes;42708.33;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;2050000.00;Artes y Humanidades;Finalizado;12;17;18;11;17;0
CUR-0037899;Herramientas desde la Danza Movimiento Terapia (DMT);30/07/2022;1/05/2022;Si;No;156;38;Danza, terapia, movimiento, arte;43125.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1380000.00;Artes y Humanidades;Finalizado;13;18;18;11;17;0
CUR-0037900;Herramientas desde la Musicoterapia;15/10/2022;1/08/2022;Si;No;220;48;Música, herramientas musicoterapia, arte y música;53437.50;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;855000.00;Artes y Humanidades;Finalizado;16;18;18;10;16;0
CUR-0037901;Las reglas del juego en la curaduría;7/09/2022;1/07/2022;Si;No;197;44;Curaduría, arte, obras de arte, artistas, arquitectos;47000.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;940000.00;Arte;Finalizado;9;15;22;2;16;0
CUR-0037924;Herramientas para formular proyectos inmobiliarios;26/04/2022;1/02/2022;No;No;191;6;Proyectos, proyectos inmobiliarios, arquitectura, diseño;58043.75;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;Finalizado;928700.00;Arquitectura;Finalizado;7;15;26;26;26;1
CUR-0037927;Lean management para proyectos de construcción;23/08/2022;1/06/2022;Si;No;158;20;proyectos de construcción, Lean management, proyectos, construcción;70000.00;Actualización Profesional;INGENIERIA;Virtual;Finalizado;1120000.00;Ingeniería Civil y Ambiental;Finalizado;10;20;30;10;10;1
CUR-0037942;Escritura jurídica;19/04/2022;1/02/2022;No;No;191;19;Escritura Jurídica,  Derecho, Problemas Jurídicos, Texto Argumentativo;79150.00;Actualización Profesional;DERECHO;Virtual;Finalizado;1583000.00;Derecho;Finalizado;12;20;22;22;22;1
CUR-0037944;Perspectiva de la Medicina Funcional en el abordaje clínico;18/03/2022;1/01/2022;No;No;226;9;Medicina, abordaje clínico, medicina funcional;51666.67;Actualización Profesional;MEDICINA;Virtual;Finalizado;1550000.00;Medicina;Finalizado;9;20;30;15;15;1
CUR-0037948;Manejo creativo de las emociones (lunes);21/02/2022;1/12/2021;Si;No;276;86;Inteligencia emocional, manejo de emociones, emociones, ser humano;58750.00;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;470000.00;Psicología;Finalizado;13;15;15;15;28;1
CUR-0037949;Herramientas de musicoterapia para la salud;10/05/2022;1/03/2022;No;No;167;5;Herramientas de musicoterapia, música, salud, bienestar, música y salud, beneficios de la música;42187.50;Actualización Profesional;MEDICINA;Virtual;Finalizado;675000.00;Medicina;Finalizado;11;20;22;12;12;1
CUR-0037954;Arte e iconografía budista de Japón;28/07/2022;1/05/2022;Si;No;156;38;Arte e iconografía budista de Japón, historia del arte, arte japón, japón;40000.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;480000.00;Historia del Arte;Finalizado;11;15;17;9;9;0
CUR-0037956;Introducción al grabado japonés: moku-hanga y ukiyo-e;5/11/2022;1/09/2022;No;No;216;32;Arte japonesa, arte, grabado japonés, moku-hanga y ukiyo-e japón;54166.67;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;650000.00;Historia del Arte;Finalizado;14;17;19;12;12;0
CUR-0037957;Metabolómica por espectrometría de masas:  Fundamentos diseño experimental y herramientas de procesamiento de datos;22/03/2022;1/01/2022;Si;No;226;0;Metabolómica , espectrometría de masas, Fundamentos, diseño experimental, herramientas de procesamiento de datos, datos;60416.67;Actualización Profesional;VICERRECTORIA DE INVESTIGACION Y CREACION;Semipresencial / Blended;Finalizado;1450000.00;Vicerrectoría de Investigación y Creación;Finalizado;3;20;30;26;26;1
CUR-0037968;Corporate Compliance;18/05/2022;1/03/2022;No;No;167;17;Derecho, abogados, corporate compliance;48708.33;Actualización Profesional;DERECHO;Virtual;Finalizado;2338000.00;Derecho;Finalizado;14;20;50;50;50;1
CUR-0037973;Lean Six Sigma Yellow Belt;3/05/2022;1/03/2022;No;No;167;17;Profesional, manufactura,ingeniería, servicios, Lean, Six Sigma, DMAIC, mejoramiento de procesos, resolución de problemas, Yellow Belt, logística, calidad.;63750.00;Actualización Profesional;INGENIERIA;Virtual;Finalizado;1530000.00;Ingeniería Industrial;Finalizado;14;20;30;19;19;1
CUR-0037974;Mantenimiento inteligente y análisis predictivo de datos;17/05/2022;1/03/2022;Si;No;167;17;datos, análisis de datos, ingenieria, mecánica;77500.00;Actualización Profesional;INGENIERIA;Virtual;Finalizado;1550000.00;Ingeniería Mecánica;Finalizado;11;20;30;19;19;1
CUR-0037975;Estrategias de prevención de la violencia en relaciones afectivas;25/04/2022;1/02/2022;Si;No;191;58;prevención, violencia, relaciones afectivas;62000.00;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Semipresencial / Blended;Finalizado;1488000.00;Psicología;Finalizado;4;15;20;4;4;1
CUR-0037976;Entrenamiento para el manejo de trauma psicológico desde una perspectiva basada en evidencia;27/04/2022;1/02/2022;No;No;191;58;manejo de trauma psicológico, cursos de psicologia;58480.00;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;1462000.00;Psicología;Finalizado;10;15;20;17;17;1
CUR-0037977;Alternativas al Desarrollo Sostenible Ecoaldeas Ecobarrios e Iniciativas de Transición;30/04/2022;1/02/2022;Si;No;191;58;Antropología, Desarrollo, Ecoaldeas, Ecobarrios e iniciativas de transición;51066.67;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;766000.00;Antropología;Finalizado;13;15;20;7;7;0
CUR-0037989;Estudios de moda: teoría cultura y sociedad;4/05/2022;1/03/2022;Si;No;167;8;Estudios de moda, moda, teoría, cultura y sociedad;41781.25;Arte, Ciencias y Humanidades;ARQUITECTURA Y DISENO;Virtual;Finalizado;1337000.00;Diseño;Finalizado;10;15;20;16;16;1
CUR-0038013;La nueva guerra fría. Putin y la sociedad rusa;14/06/2022;1/04/2022;Si;No;166;47;Guerra fría, Putin, sociedad rusa, historia, ciencias sociales;45187.50;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;Finalizado;723000.00;Historia y Geografía;Finalizado;10;15;20;5;5;0
CUR-0038021;Herramientas de Excel como apoyo a la toma de decisiones;9/05/2022;1/03/2022;Si;No;167;17;Excel. manejo de excel, ingenieria, toma de  Decisiones;52083.33;Actualización Profesional;INGENIERIA;Virtual;Finalizado;1250000.00;Ingeniería Industrial;Finalizado;13;20;30;8;8;0
CUR-0038024;Metodología de diseño y procesos BIM para la arquitectura interior;4/05/2022;1/03/2022;Si;No;167;8;arquitectura, arquitectos, bim, arquitectura interior, Procedimientos BIM para el diseño de arquitectura interior;48888.89;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;Finalizado;1320000.00;Arquitectura;Finalizado;11;15;20;11;11;1
CUR-0038026;Derecho Marítimo;31/05/2022;1/03/2022;No;No;167;17;Derecho. abogados, Marítimo;60000.00;Actualización Profesional;DERECHO;Virtual;Finalizado;2400000.00;Derecho;Finalizado;12;20;30;6;6;0
CUR-0038027;Derecho de la Infraestructura: Regulación y Financiamiento;10/05/2022;1/03/2022;No;No;167;17;Derecho, Abogados, Infraestructura, Regulación y Financiamiento;69666.67;Actualización Profesional;DERECHO;Virtual;Finalizado;2090000.00;Derecho;Finalizado;11;20;30;9;9;0
CUR-0038028;Haciendo Ciencia Abierta: Diseño de experimentos software y uso de datos en la investigación;4/05/2022;1/03/2022;Si;No;167;16;Ciencia, Diseño, software, datos, investigación;66333.33;Actualización Profesional;ECONOMIA;Virtual;Finalizado;597000.00;Economía;Finalizado;5;15;45;23;23;1
CUR-0038029;Gerencia de proyectos - un enfoque integral;23/05/2022;1/03/2022;No;No;167;17;Gerencia de Proyectos;73611.11;Actualización Profesional;INGENIERIA;Virtual;Finalizado;2650000.00;Ingeniería;Finalizado;10;20;30;13;13;1
CUR-0038030;Gestión patrimonial familiar: una visión jurídica interdisciplinaria;17/05/2022;1/03/2022;Si;No;167;17;Gestión patrimonial, visión jurídica, abogados, derecho;62500.00;Actualización Profesional;DERECHO;Virtual;Finalizado;1500000.00;Derecho;Finalizado;13;20;30;26;26;1
CUR-0038034;Método KonMari™ felicidad y bienestar;14/05/2022;1/03/2022;No;No;167;3;Método KonMari™: felicidad y bienestar, Japón, cultura japonesa;51712.50;Bienestar - Desarrollo Personal;DIRECCION DE INTERNACIONALIZACION;Virtual;Finalizado;827400.00;Centro del Japón;Finalizado;8;15;15;6;6;0
CUR-0038035;Financiación para proyectos de cambio climático;26/05/2022;1/03/2022;Si;No;167;17;Financiación, proyectos, cambio climático, derecho, abogados;93750.00;Actualización Profesional;DERECHO;Virtual;Finalizado;750000.00;Derecho;Finalizado;11;20;22;14;14;1
CUR-0038039;Inventor Lab: Desarrollo de proyectos electrónicos con Arduino;28/05/2022;1/03/2022;No;No;167;0;Desarrollo de proyectos, proyectos electrónicos;53125.00;Actualización Profesional;CIENCIAS;Presencial;Finalizado;850000.00;Física;Finalizado;13;20;20;20;20;1
CUR-0038050;Legal de M&A y transacciones corporativas;31/05/2022;1/03/2022;No;No;167;17;Transacciones corporativas, Derecho, M&A, Legal, Banca de inversión;68600.00;Actualización Profesional;DERECHO;Virtual;Finalizado;4116000.00;Derecho;Finalizado;11;20;36;20;20;1
CUR-0038059;La caja de herramientas;28/05/2022;1/03/2022;Si;No;167;31;escritura, ortografia, artes, escritor, escribir, estilo;54083.33;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1298000.00;Humanidades y Literatura;Finalizado;11;15;25;10;23;0
CUR-0038061;Poesía;10/09/2022;1/07/2022;Si;No;197;44;Poesía, narrativas, lietratura, artes y humanidades;54083.33;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1298000.00;Humanidades y Literatura;Finalizado;8;15;25;3;16;0
CUR-0038064;Acercándonos a algunos feminismos de América Latina;17/05/2022;1/03/2022;Si;No;167;54;Feminismo, america latina, filosofia;60000.00;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;Finalizado;600000.00;Filosofía;Finalizado;12;15;20;8;8;0
CUR-0038106;Derecho del entretenimiento;7/06/2022;1/04/2022;No;No;166;16;Derecho, abogados, entretenimiento,;56250.00;Actualización Profesional;DERECHO;Virtual;Finalizado;1800000.00;Derecho;Finalizado;13;20;30;15;15;1
CUR-0038108;Derecho de energías renovables;21/06/2022;1/04/2022;No;No;166;16;Energías renovables, derecho, abogados,;67187.50;Actualización Profesional;DERECHO;Virtual;Finalizado;2150000.00;Derecho;Finalizado;12;20;22;19;19;1
CUR-0038110;Herramientas para formular proyectos inmobiliarios;21/06/2022;1/04/2022;No;No;166;9;Proyectos, proyectos inmobiliarios, arquitectura, diseño;58043.75;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;Finalizado;928700.00;Arquitectura;Finalizado;7;15;27;27;27;1
CUR-0038111;Cohetería y astronomía planetaria para jugar;4/06/2022;1/04/2022;No;No;166;0;Cohetería, astronomía, planetas, niños, planetaria para jugar;49333.33;Niños y Jóvenes;CIENCIAS;Semipresencial / Blended;Finalizado;370000.00;Física;Finalizado;14;15;20;9;9;0
CUR-0038112;Estadística y herramientas computacionales para análisis de datos;21/06/2022;1/04/2022;Si;No;166;0;Estadística, computacionales, análisis de datos;61562.50;Actualización Profesional;CIENCIAS;Virtual;Finalizado;985000.00;Física;Finalizado;10;15;25;19;19;1
